[ 6, 4, 2, 5, 8, 5, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 5, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 2, 2, 5, 8, 5, 1, 6, ] - 4
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 7, 2, 5, 8, 6, 1, 6, ] - 5
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 2, 6, 1, 6, ] - 5
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 8, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 5, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 5, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 5, ] - 3
[ 6, 4, 2, 5, 8, 5, 6, 6, ] - 8
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 5, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 3, 4, 2, 5, 8, 5, 1, 6, ] - 3
Generation 5
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 1, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 5, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 5, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 5, 1, 6, ] - 3
[ 6, 1, 2, 5, 8, 6, 1, 6, ] - 5
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 5, 1, 6, ] - 3
[ 6, 4, 2, 3, 8, 6, 1, 6, ] - 5
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 5, 1, 6, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 6, 2, 2, 5, 8, 5, 1, 6, ] - 4
[ 6, 4, 2, 5, 8, 5, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 5, 8, 6, ] - 5
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 7, 8, 6, 1, 6, ] - 4
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 7, 8, 6, 1, 6, ] - 4
[ 6, 4, 2, 5, 8, 5, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 3, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 2, 8, 6, 1, 6, ] - 6
[ 6, 4, 2, 5, 8, 5, 1, 6, ] - 3
[ 6, 4, 7, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 5, 1, 6, ] - 3
Generation 6
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 5, 6, ] - 6
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 4, 8, 6, 1, 6, ] - 6
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 3, 8, 6, 1, 6, ] - 5
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 5, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 3, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 5, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 1, 2, 5, 8, 6, 1, 6, ] - 5
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 5, 2, 5, 8, 6, 1, 6, ] - 6
[ 6, 4, 2, 5, 8, 5, 1, 6, ] - 3
[ 6, 4, 2, 5, 6, 6, 1, 6, ] - 7
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 8, 6, ] - 5
[ 6, 4, 2, 5, 8, 5, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 3, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
Generation 7
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 6, 6, 1, 6, ] - 7
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 1, 6, 1, 6, ] - 5
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 4, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 2, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 2, 6, 1, 6, ] - 5
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 1, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 4, 4, 2, 5, 8, 6, 1, 6, ] - 4
[ 6, 4, 2, 5, 8, 7, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 5, 2, 5, 8, 6, 1, 6, ] - 6
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
Generation 8
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 2, 2, 5, 8, 6, 1, 6, ] - 5
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 7, 4, 2, 5, 8, 2, 1, 6, ] - 4
[ 6, 4, 2, 5, 8, 6, 8, 6, ] - 5
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 6, 6, ] - 8
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 7, 4, 2, 5, 8, 6, 4, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 4, 4, 2, 5, 8, 6, 1, 6, ] - 4
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 6, 4, 2, 5, 8, 6, 1, 4, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 3, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 4, 4, 2, 5, 8, 6, 1, 6, ] - 4
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 8, 5, 8, 6, 1, 6, ] - 5
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
Generation 9
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 1, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 4, 6, 1, 6, ] - 5
[ 7, 4, 5, 5, 8, 6, 1, 6, ] - 6
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 8, 6, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 4, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 6, 4, 2, 5, 8, 6, 4, 6, ] - 4
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 7, 4, 2, 5, 8, 8, 1, 6, ] - 4
[ 5, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 6, 4, 2, 5, 5, 6, 1, 6, ] - 5
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 6, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 6, 4, 2, 5, 8, 6, 1, 1, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 7, 5, 8, 6, 1, 6, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
Generation 10
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 7, 8, 6, 1, 6, ] - 4
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 8, 1, 6, ] - 4
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 2, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 7, 8, 6, 1, 6, ] - 4
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 8, 2, 5, 8, 6, 1, 6, ] - 4
[ 7, 4, 2, 6, 8, 6, 1, 6, ] - 5
[ 7, 4, 2, 2, 8, 6, 1, 6, ] - 5
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 6, 8, 6, 1, 6, ] - 5
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 2, 8, 6, 1, 6, ] - 5
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 3, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 7, 6, ] - 4
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 1, 8, 6, 1, 6, ] - 4
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 5, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 8, 1, 6, ] - 4
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 1, 5, 8, 6, 1, 6, ] - 4
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 3, 1, 6, ] - 2
Generation 11
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 8, 8, 6, 1, 6, ] - 4
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 3, 6, ] - 1
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 1, 2, 5, 8, 6, 1, 6, ] - 4
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 4, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 1, 4, 2, 5, 8, 6, 1, 6, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 1, 8, 6, 1, 6, ] - 4
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 4, ] - 3
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 2, 5, 8, 6, 1, 6, ] - 2
[ 7, 4, 5, 5, 8, 6, 1, 6, ] - 6
